percentage
82.6
100.0
84.2
100.0
86.6
100.0
56.8
100.0
18.0
100.0
17.4
100.0
31.4
100.0
29.4
100.0
13.200000000000001
100.0
16.0
100.0
14.000000000000002
100.0
11.200000000000001
100.0
0.0
100.0
1.2
100.0
100.0
1.0
27.200000000000003
100.0
10.0
100.0
8.4
100.0
0.6944444444444444
100.0
0.23148148148148145
100.0
11.200000000000001
100.0
1.0
100.0
9.6
100.0
0.8
100.0
0.2
100.0
1.2
100.0
0.20491803278688525
99.79508196721312
5.122950819672131
100.0
100.0
9.6
38.4
100.0
44.800000000000004
100.0
41.8
100.0
47.0
100.0
51.2
100.0
24.2
100.0
14.2
100.0
0.6
100.0
2.0
100.0
0.0
100.0
45.4
100.0
30.4
100.0
37.8
100.0
33.2
100.0
48.0
100.0
55.800000000000004
100.0
