percentage
44.4
100.0
35.6
100.0
37.6
100.0
42.0
100.0
47.8
100.0
40.2
100.0
38.4
100.0
41.4
100.0
43.4
100.0
49.4
100.0
50.4
100.0
54.0
100.0
46.2
100.0
40.8
100.0
100.0
45.800000000000004
41.0
100.0
45.4
100.0
49.0
100.0
42.4
100.0
48.6
100.0
42.199999999999996
100.0
41.6
100.0
45.0
100.0
43.2
100.0
48.6
100.0
43.4
100.0
47.199999999999996
100.0
41.8
100.0
100.0
43.4
54.0
100.0
42.4
100.0
29.799999999999997
100.0
33.800000000000004
100.0
37.2
100.0
41.4
100.0
30.599999999999998
100.0
34.2
100.0
28.000000000000004
100.0
35.0
100.0
31.2
100.0
40.400000000000006
100.0
44.0
100.0
38.2
100.0
40.0
100.0
42.6
100.0
41.6
100.0
41.4
100.0
52.6
100.0
57.199999999999996
100.0
