percentage
56.8
100.0
56.599999999999994
100.0
51.0
100.0
36.8
100.0
32.2
100.0
41.6
100.0
33.800000000000004
100.0
44.4
100.0
48.199999999999996
100.0
52.2
100.0
55.00000000000001
100.0
46.800000000000004
100.0
48.8
100.0
47.199999999999996
100.0
100.0
45.800000000000004
48.6
100.0
52.800000000000004
100.0
46.2
100.0
47.599999999999994
100.0
55.00000000000001
100.0
56.2
100.0
53.6
100.0
45.800000000000004
100.0
39.4
100.0
34.599999999999994
100.0
37.0
100.0
44.800000000000004
100.0
56.00000000000001
100.0
100.0
53.400000000000006
48.199999999999996
100.0
55.2
100.0
52.2
100.0
55.60000000000001
100.0
55.800000000000004
100.0
63.4
100.0
62.2
100.0
58.599999999999994
100.0
61.0
100.0
62.6
100.0
65.8
100.0
63.2
100.0
50.0
100.0
49.6
100.0
53.400000000000006
100.0
54.800000000000004
100.0
50.0
100.0
61.8
100.0
46.400000000000006
100.0
41.4
100.0
30.599999999999998
100.0
46.800000000000004
100.0
57.599999999999994
100.0
