percentage
56.8
100.0
40.400000000000006
100.0
36.6
100.0
14.399999999999999
100.0
5.0
100.0
2.4
100.0
44.800000000000004
100.0
37.8
100.0
32.0
100.0
41.4
100.0
38.0
100.0
13.8
100.0
2.0
100.0
29.4
100.0
100.0
16.6
4.8
100.0
8.6
100.0
2.4
100.0
1.4000000000000001
100.0
40.400000000000006
100.0
35.8
100.0
34.4
100.0
41.199999999999996
100.0
31.2
100.0
30.599999999999998
100.0
49.4
100.0
8.200000000000001
100.0
15.2
100.0
100.0
1.8779342723004695
6.572769953051644
100.0
10.84070796460177
100.0
6.521739130434782
100.0
0.0
100.0
1.7999999999999998
100.0
0.2
100.0
40.0
100.0
0.0
100.0
0.8
100.0
0.0
100.0
4.3999999999999995
100.0
16.2
100.0
0.6
100.0
1.6
100.0
2.6
100.0
22.8
100.0
0.0
100.0
1.2
100.0
27.0
100.0
