percentage
32.0
100.0
27.800000000000004
100.0
44.2
100.0
37.0
100.0
36.4
100.0
27.400000000000002
100.0
21.8
100.0
40.6
100.0
35.6
100.0
36.0
100.0
46.2
100.0
32.6
100.0
27.0
100.0
0.0
100.0
100.0
0.0
0.6
100.0
0.6
100.0
16.2
100.0
51.0
100.0
23.0
100.0
14.000000000000002
100.0
39.6
100.0
1.2
100.0
5.4
100.0
5.0
100.0
0.6
100.0
21.8
100.0
28.599999999999998
100.0
100.0
25.4
26.8
100.0
37.6
100.0
10.8
100.0
1.0
100.0
0.2145922746781116
100.0
0.4291845493562232
100.0
0.2
100.0
41.199999999999996
100.0
29.4
100.0
25.0
100.0
0.2
100.0
0.0
100.0
2.6470588235294117
100.0
6.652806652806653
100.0
0.0
100.0
3.5999999999999996
100.0
0.6
100.0
27.6
100.0
60.4
100.0
62.2
100.0
