percentage
54.800000000000004
46.800000000000004
21.0
5.6000000000000005
23.799999999999997
20.599999999999998
26.0
25.6
37.6
18.8
23.0
24.6
16.2
25.8
21.0
33.0
19.400000000000002
31.8
13.0
22.6
21.2
19.400000000000002
41.199999999999996
17.8
21.6
14.799999999999999
39.6
35.4
44.4
32.6
35.8
39.800000000000004
39.4
48.4
