percentage
41.4
37.6
43.0
31.6
39.6
54.400000000000006
61.0
36.0
49.0
48.199999999999996
49.8
45.2
51.6
57.8
39.2
43.0
28.999999999999996
37.2
51.0
61.0
52.0
50.4
45.800000000000004
46.6
54.800000000000004
59.8
64.0
55.00000000000001
47.8
38.6
47.199999999999996
38.0
34.0
56.99999999999999
50.2
34.0
24.4
