percentage
46.6
25.6
43.0
33.2
39.2
32.0
49.2
42.6
46.800000000000004
30.599999999999998
40.6
46.2
35.8
51.0
33.4
44.800000000000004
40.8
44.6
46.0
43.2
55.400000000000006
23.200000000000003
33.800000000000004
30.599999999999998
30.8
11.799999999999999
19.6
13.0
43.0
31.0
43.8
43.0
42.6
54.800000000000004
