percentage
12.0
22.8
57.599999999999994
45.0
51.2
37.6
54.0
60.0
51.800000000000004
42.4
55.60000000000001
44.800000000000004
33.4
47.4
32.4
25.4
30.2
42.8
41.8
40.6
44.2
30.2
39.4
44.6
45.4
42.0
52.2
44.4
45.6
23.200000000000003
33.2
39.2
