percentage
56.2
24.4
13.200000000000001
6.2
43.8
21.2
35.4
8.6
1.2
23.400000000000002
4.6
9.4
0.2
40.8
30.8
42.199999999999996
32.4
48.4
31.8
1.4354066985645932
7.655502392344498
5.752212389380531
0.0
0.2
40.400000000000006
17.0
0.0
0.2
0.4
0.0
23.200000000000003
0.0
0.0
