percentage
59.599999999999994
55.2
45.4
20.200000000000003
24.6
12.8
16.6
9.2
0.0
0.2
27.800000000000004
11.200000000000001
0.23255813953488372
0.23255813953488372
0.4
8.4
0.2
1.0
3.5999999999999996
9.2
38.4
21.2
28.4
23.200000000000003
10.4
0.0
0.2
24.8
39.4
25.4
36.6
