percentage
54.800000000000004
46.0
27.200000000000003
24.8
33.0
36.6
41.4
45.800000000000004
40.6
34.8
35.4
40.0
40.400000000000006
31.4
39.2
41.0
41.199999999999996
35.6
42.8
34.2
36.0
19.2
34.2
37.0
40.0
49.4
45.4
30.2
33.800000000000004
22.400000000000002
38.6
40.400000000000006
42.6
34.2
41.199999999999996
35.0
40.0
39.800000000000004
49.2
47.0
