percentage
41.6
35.0
42.6
39.6
38.4
37.6
63.6
59.199999999999996
50.6
35.0
53.2
52.0
51.6
40.6
57.4
59.199999999999996
49.8
34.0
45.2
37.6
36.6
50.0
60.6
54.6
54.6
38.6
48.6
49.8
54.0
60.199999999999996
63.6
65.4
59.4
36.199999999999996
50.2
47.8
50.0
40.8
57.8
59.8
56.99999999999999
33.2
35.8
