percentage
56.8
57.8
34.8
20.200000000000003
32.4
37.0
37.4
32.2
24.2
26.200000000000003
41.6
40.6
52.400000000000006
38.800000000000004
36.6
48.6
42.4
1.0
4.3999999999999995
18.4
32.4
24.0
0.4
11.799999999999999
1.6
10.0
35.4
1.2
1.6
2.8000000000000003
0.0
5.4
35.8
12.2
