percentage
56.8
49.6
36.8
32.2
41.6
35.0
48.199999999999996
52.2
55.00000000000001
38.6
47.199999999999996
45.800000000000004
48.6
37.8
47.599999999999994
55.00000000000001
56.2
40.6
39.4
34.599999999999994
37.0
40.0
53.400000000000006
48.199999999999996
55.2
41.8
55.800000000000004
63.4
62.2
59.0
62.6
65.8
63.2
41.8
53.400000000000006
54.800000000000004
50.0
45.2
41.4
30.599999999999998
46.800000000000004
