percentage
30.599999999999998
37.0
56.39999999999999
57.8
50.0
46.0
47.4
53.400000000000006
57.99999999999999
48.4
50.4
53.2
56.8
37.4
44.6
47.4
43.4
23.0
46.2
50.8
48.4
50.0
40.0
44.6
48.4
43.6
46.6
54.400000000000006
60.199999999999996
55.800000000000004
51.6
56.2
55.2
30.599999999999998
34.8
43.8
47.8
