percentage
44.4
25.8
42.0
47.8
40.2
27.800000000000004
43.4
49.4
50.4
41.199999999999996
40.8
45.800000000000004
41.0
40.6
42.4
48.6
42.199999999999996
35.4
43.2
48.6
43.4
46.6
43.4
54.0
42.4
24.2
37.2
41.4
30.599999999999998
22.6
35.0
31.2
40.400000000000006
34.599999999999994
40.0
42.6
41.6
42.6
57.199999999999996
