percentage
56.8
56.599999999999994
51.0
36.8
32.2
100.0
41.6
33.800000000000004
44.4
48.199999999999996
52.2
55.00000000000001
46.800000000000004
100.0
48.8
47.199999999999996
45.800000000000004
48.6
52.800000000000004
46.2
47.599999999999994
55.00000000000001
56.2
53.6
45.800000000000004
39.4
34.599999999999994
37.0
100.0
44.800000000000004
56.00000000000001
53.400000000000006
48.199999999999996
100.0
55.2
52.2
55.60000000000001
100.0
55.800000000000004
63.4
62.2
58.599999999999994
100.0
61.0
62.6
65.8
100.0
63.2
50.0
49.6
53.400000000000006
100.0
54.800000000000004
50.0
61.8
46.400000000000006
100.0
41.4
30.599999999999998
46.800000000000004
57.599999999999994
