percentage
30.599999999999998
42.6
50.6
56.39999999999999
57.8
100.0
50.0
50.6
49.0
47.4
53.400000000000006
57.99999999999999
55.800000000000004
100.0
50.4
50.4
53.2
56.8
45.4
42.6
44.6
47.4
43.4
36.199999999999996
37.0
46.2
50.8
48.4
100.0
58.4
46.6
40.0
44.6
100.0
48.4
45.6
48.4
100.0
46.6
54.400000000000006
60.199999999999996
61.4
100.0
60.8
51.6
56.2
100.0
55.2
48.0
40.0
34.8
100.0
43.8
47.8
54.0
