percentage
54.800000000000004
55.00000000000001
45.6
27.200000000000003
24.8
100.0
33.0
46.400000000000006
40.6
41.4
45.800000000000004
40.6
55.60000000000001
100.0
36.199999999999996
35.4
40.0
40.400000000000006
44.4
43.0
39.2
41.0
41.199999999999996
46.2
47.4
42.8
34.2
36.0
100.0
32.6
28.599999999999998
34.2
37.0
100.0
40.0
52.2
51.800000000000004
100.0
45.4
30.2
33.800000000000004
36.199999999999996
100.0
35.8
38.6
40.400000000000006
100.0
42.6
45.800000000000004
40.8
41.199999999999996
100.0
35.0
40.0
41.199999999999996
43.4
100.0
49.2
47.0
