percentage
82.6
84.2
86.6
56.8
18.0
100.0
17.4
31.4
29.4
13.200000000000001
16.0
14.000000000000002
11.200000000000001
100.0
0.0
1.2
1.0
27.200000000000003
10.0
8.4
0.6944444444444444
0.23148148148148145
11.200000000000001
1.0
9.6
0.8
0.2
1.2
100.0
0.20491803278688525
5.122950819672131
9.6
38.4
100.0
44.800000000000004
41.8
47.0
100.0
51.2
24.2
14.2
0.6
100.0
2.0
0.0
45.4
100.0
30.4
37.8
33.2
48.0
100.0
55.800000000000004
